MapID.x,Area Name,Male population,Female population,White alone persons,Black or African-American alone persons,Native American alone persons,Asian alone persons,Pacific Islander alone persons,Other race alone persons,Not Hispanic or Latino persons,Hispanic or Latino persons,Asian Indian persons,Bangladeshi persons,Bhutanese persons,Burmese persons,Cambodian persons,"Chinese persons, except Taiwanese",Filipino persons,Hmong persons,Indonesian persons,Japanese persons,Korean persons,Laotian persons,Malaysian persons,Mongolian persons,Nepalese persons,Okinawan persons,Pakistani persons,Sri Lankan persons,Taiwanese persons,Thai persons,Vietnamese persons,"Other Asian persons, specified","Other Asian persons, not specified",Persons of two or more Asian origins,Mexican persons,Puerto Rican persons,Cuban persons,Dominican (Dominican Republic) persons,Costa Rican persons,Guatemalan persons,Honduran persons,Nicaraguan persons,Panamanian persons,Salvadoran persons,Other Central American persons,Argentinean persons,Bolivian persons,Chilean persons,Colombian persons,Ecuadorian persons,Paraguayan persons,Peruvian persons,Uruguayan persons,Venezuelan persons,Other South American persons,Spaniard persons,Spanish persons,Spanish American persons,All other Hispanic or Latino persons,Persons of two or more race,Persons under 5 years,Persons 5-9 years,Persons 10-14 years,Persons 15-17 years,Persons 18 and 19 years,Persons 20 years,Persons 21 years,Persons 22-24 years,Persons 25-29 years,Persons 30-34 years,Persons 35-39 years,Persons 40-44 years,Persons 45-49 years,Persons 50-54 years,Persons 55-59 years,Persons 60 and 61 years,Persons 62-64 years,Persons 65 and 66 years,Persons 67-69 years,Persons 70-74 years,Persons 75-79 years,Persons 80-84 years,Persons 85 years and over,MapID.y,Male age at death under 28 days - 2011-13 Avg,Male age at death 1-12 months - 2011-13 Avg,Male age at death 1-4 years - 2011-13 Avg,Male age at death 5-9 years - 2011-13 Avg,Male age at death 10-14 years - 2011-13 Avg,Male age at death 15-19 years - 2011-13 Avg,Male age at death 20-24 years - 2011-13 Avg,Male age at death 25-29 years - 2011-13 Avg,Male age at death 30-34 years - 2011-13 Avg,Male age at death 35-39 years - 2011-13 Avg,Male age at death 40-44 years - 2011-13 Avg,Male age at death 45-49 years - 2011-13 Avg,Male age at death 50-54 years - 2011-13 Avg,Male age at death 55-59 years - 2011-13 Avg,Male age at death 60-64 years - 2011-13 Avg,Male age at death 65-69 years - 2011-13 Avg,Male age at death 70-74 years - 2011-13 Avg,Male age at death 75-79 years - 2011-13 Avg,Male age at death 80-84 years - 2011-13 Avg,Male age at death 85+ years - 2011-13 Avg,Female age at death under 28 days - 2011-13 Avg,Female age at death 1-12 months - 2011-13 Avg,Female age at death 1-4 years - 2011-13 Avg,Female age at death 5-9 years - 2011-13 Avg,Female age at death 10-14 years - 2011-13 Avg,Female age at death 15-19 years - 2011-13 Avg,Female age at death 20-24 years - 2011-13 Avg,Female age at death 25-29 years - 2011-13 Avg,Female age at death 30-34 years - 2011-13 Avg,Female age at death 35-39 years - 2011-13 Avg,Female age at death 40-44 years - 2011-13 Avg,Female age at death 45-49 years - 2011-13 Avg,Female age at death 50-54 years - 2011-13 Avg,Female age at death 55-59 years - 2011-13 Avg,Female age at death 60-64 years - 2011-13 Avg,Female age at death 65-69 years - 2011-13 Avg,Female age at death 70-74 years - 2011-13 Avg,Female age at death 75-79 years - 2011-13 Avg,Female age at death 80-84 years - 2011-13 Avg,Female age at death 85+ years - 2011-13 Avg,MapID,One-family dwellings,Two-family dwellings,Three-family dwellings,4-6 family dwellings,Over 6 family dwellings,Misc. walkups,Elevator apartments,Old-law Tenements,Cooperatives,Condominium buildings,Multi-use residences,Warehouses,Heavy manufacture,Light manufacture,Other industrial,Garages & gas stations,Hotels,Hospitals,Health centers & clinics,Nursing homes,Misc. health facilities,Theatres,1- and 2-story store bldgs,Department stores,Shopping centers,Misc. store buildings,Loft buildings,Religious buildings,Asylums and homes,Office buildings,Places of public assembly,Outdoor rec facilities,Transportation facilities,Utility properties,Vacant land,Schools,Government installations,Miscellaneous,borough,total_pop
11233,11233 - Stuyvesant Heights,31020,38556,4811,55547,188,1249,0,6293,58690,10885,252,179,0,0,0,430,134,0,3,48,36,0,21,0,0,0,80,4,0,0,11,0,33,9,932,4816,296,2054,170,155,259,102,827,65,6,22,0,19,191,151,0,24,7,93,15,55,51,0,576,1488,5338,4906,4594,2857,1528,1110,1223,3718,5790,5483,4884,4569,4700,4801,3564,1128,1771,1122,1501,1912,1352,844,879,11233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11233,191,3290,2001,647,365,6,41,20,3,2,11,177,2,2,2,2,1,0,43,0,0,31,0,119,8,8,4,39,33,453,0,3,430,22,7,8,15,41,Brooklyn,69574
11234,11234 - Flatlands/Mill Basin,45858,51497,41596,45754,75,5143,11,3413,87634,9721,618,49,0,42,0,2255,594,0,24,30,164,0,0,0,0,0,1124,0,0,23,137,0,10,72,1123,3619,213,1662,549,2,291,49,1041,264,0,40,0,0,234,144,0,45,0,20,21,148,45,0,211,1364,5547,6133,6730,3788,2289,1335,1023,3818,6292,6355,5698,6248,6734,6855,7060,2573,4203,2371,2641,3498,2461,1591,2112,11234,0,0,0,0,0,2,2,4,2,2,5,8,11,15,22,27,25,30,34,67,0,2,0,0,0,0,0,0,0,2,4,4,9,17,18,23,17,35,38,120,11234,10564,6406,930,43,12,3,7,36,2,1,14,176,0,1,3,2,1,0,207,0,7,94,0,35,2,117,12,31,19,273,5,10,240,17,11,0,16,42,Brooklyn,97355
11235,11235 - Sheepshead Bay/Brighton Beach,39579,43570,63884,2354,308,12105,43,2632,76135,7014,1603,146,0,186,0,5798,824,0,0,24,429,0,0,0,0,0,2532,4,13,103,264,0,34,145,2399,1607,184,426,21,10,66,0,5,939,0,112,8,0,159,318,1,444,0,40,17,72,4,0,183,1821,4741,4354,3617,2251,1336,746,816,2767,5401,5615,5135,5383,5339,6058,5491,2217,3598,2444,3043,3206,3697,2613,3278,11235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11235,2104,3179,857,196,55,46,119,10,1,1,3,76,4,1,3,9,0,2,205,0,1,87,0,34,1,128,12,25,173,304,4,12,203,29,7,0,75,18,Brooklyn,83146
11236,11236 - Canarsie,43706,55134,5458,86163,454,2665,0,3003,92890,5949,353,0,0,0,0,1570,521,0,0,0,4,0,0,0,0,0,167,0,0,0,5,0,45,0,277,2675,240,981,189,0,99,14,625,74,11,7,0,0,98,100,0,63,0,65,62,40,46,0,285,1095,5697,5564,6600,4090,2732,1675,1583,4543,7340,6540,5906,6719,6832,7545,7279,2567,3725,1978,2311,2902,1829,1414,1468,11236,4,2,0,0,0,0,2,2,4,3,4,7,19,16,20,27,22,26,19,45,2,0,0,0,0,0,2,0,5,4,6,9,13,18,21,23,22,32,33,89,11236,2918,8813,1462,119,14,0,9,104,14,3,25,200,0,0,4,13,5,0,125,0,11,46,0,54,1,62,7,35,28,209,0,40,233,31,12,0,3,56,Brooklyn,98839
11237,11237 - Bushwick,26767,25160,27032,9494,372,3878,0,9519,17260,34667,352,65,0,32,3,1618,623,0,0,310,373,0,0,3,74,0,41,0,51,75,153,0,0,107,8760,8231,211,6592,46,706,575,41,83,154,0,124,0,81,373,7925,0,82,18,36,0,97,38,0,492,1632,3404,3065,3351,1880,1237,793,915,4099,7061,5754,4498,3568,2956,2631,2085,744,698,558,579,873,497,355,325,11237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11237,114,788,539,1336,214,1,19,170,67,7,65,165,1,1,5,0,0,2,72,0,0,48,7,24,4,18,2,18,24,518,0,12,60,13,14,2,2,83,Brooklyn,51926
11238,11238 - Prospect Heights,26282,29468,23946,22562,89,3470,14,2647,48913,6836,877,130,0,0,0,1064,191,0,6,347,389,0,12,0,0,0,73,27,86,30,72,0,55,104,818,2500,146,1220,254,36,104,58,524,137,6,63,0,8,217,274,11,60,0,19,0,148,26,0,205,3022,3363,2351,2033,1084,619,566,605,2600,7187,7549,5544,4355,3383,2615,3104,1099,1680,1076,1150,1402,783,750,848,11238,0,0,0,0,0,0,0,3,0,0,4,6,6,11,10,15,16,16,17,23,0,0,0,0,0,0,0,0,2,2,3,6,4,9,11,10,13,14,21,62,11238,207,1095,871,540,443,66,93,39,9,1,45,171,4,0,5,5,5,2,54,0,0,30,7,76,4,15,10,42,151,465,1,15,275,21,5,23,131,22,Brooklyn,55746
11239,11239 - Starrett City,4869,7519,3821,7388,165,326,0,389,10180,2208,33,0,0,0,0,142,0,0,0,14,47,0,0,0,0,0,65,0,0,0,0,0,0,25,46,1665,0,214,0,0,13,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,299,583,589,664,377,193,284,119,267,812,632,681,593,538,946,711,265,527,464,412,807,763,552,609,11239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11239,178,123,19,0,0,0,9,0,0,0,0,7,0,0,1,1,0,0,12,0,1,0,0,0,0,0,0,0,2,0,0,0,24,2,0,0,0,0,Brooklyn,12388
11354,11354 - Flushing,26690,30669,12968,1981,119,34804,38,5582,47348,10011,1665,145,138,6,0,21316,975,0,66,131,8410,0,39,0,0,0,438,11,493,0,93,0,61,817,815,1605,175,1396,0,95,49,21,15,1728,0,83,21,37,2054,823,51,296,18,49,2,214,60,0,402,1867,2839,2523,2479,1343,725,574,451,2531,4754,4282,3749,3691,3972,5117,4861,1467,2364,1277,1546,1886,1804,1235,1889,11354,0,0,0,0,0,0,0,2,0,2,2,5,8,14,15,17,22,28,27,73,0,0,0,0,0,0,0,0,2,0,3,3,4,7,12,11,13,21,40,154,11354,2080,982,620,54,72,7,59,111,15,2,20,143,18,1,1,9,0,2,208,1,5,166,0,54,3,71,10,18,97,154,5,8,146,18,15,0,39,12,Queens,57359
11355,11355 - Flushing/Murray Hill,38763,41869,10330,2762,302,58779,49,6325,69547,11085,4898,664,0,130,0,43746,1243,0,285,92,3884,29,255,0,0,0,1460,161,978,22,279,0,265,378,843,1118,122,1640,71,319,12,30,9,1405,0,121,8,101,2527,1263,431,588,21,2,0,38,61,0,356,2086,3833,3796,3419,2306,1352,942,773,3427,6946,5146,5650,5712,6800,6747,5790,2013,2926,1634,2255,2859,2386,1991,1929,11355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11355,2628,2442,639,68,68,2,119,17,8,3,2,102,0,2,2,3,1,0,103,0,0,53,0,60,6,45,5,10,102,189,0,3,102,13,4,1,51,8,Queens,80632
11356,11356 - College Point,12432,12657,9197,589,184,7905,29,6321,15811,9277,521,69,0,7,0,5153,496,0,18,70,1101,0,0,0,0,0,126,0,182,14,19,5,27,96,1103,949,144,1477,0,584,69,72,0,431,0,92,297,34,1924,1328,34,147,64,125,0,100,84,0,221,863,1859,1576,1300,1030,594,421,259,1088,1698,2024,1490,1621,1793,1864,1532,720,874,621,383,843,570,469,459,11356,0,0,0,0,0,0,0,0,0,0,2,3,5,6,3,4,4,5,6,12,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,4,4,7,19,11356,1435,2165,292,81,6,2,0,78,76,4,29,77,1,0,0,0,0,1,36,0,8,32,0,13,1,26,10,22,16,105,1,6,194,7,8,0,0,14,Queens,25088
11357,11357 - Whitestone,19197,20913,27872,242,94,9251,0,1764,34509,5601,445,48,0,0,0,5208,278,0,41,268,2447,0,6,0,0,0,36,11,242,15,37,0,10,159,94,899,448,675,0,39,39,0,15,393,0,55,42,25,1441,686,3,236,0,152,0,250,10,0,98,887,2460,2072,2085,1285,705,352,417,1051,2197,2479,2484,2606,2980,2727,3021,1034,1537,984,1341,2205,1488,1365,1235,11357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11357,6705,1991,287,43,4,1,1,10,10,0,7,79,1,0,0,2,3,0,77,0,2,45,0,16,0,43,8,12,7,64,1,5,242,10,9,0,55,5,Queens,40110
11358,11358 - Auburndale,19007,19709,16572,516,61,17561,0,2923,32013,6703,722,19,0,0,0,8101,681,0,0,113,6948,0,1,0,0,0,139,1,395,2,285,0,0,150,249,737,177,653,30,199,68,13,6,1637,0,216,52,101,1108,232,57,582,0,71,24,196,113,0,181,1083,1985,1776,1892,1137,581,450,552,1277,3119,2627,2712,2635,2619,3412,3127,1174,1450,917,1042,1451,1146,896,736,11358,0,0,0,0,0,0,0,0,2,0,3,3,5,6,6,8,10,13,15,31,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,8,7,15,49,11358,5409,1838,435,105,58,4,5,9,2,0,1,65,0,0,0,2,0,0,132,0,1,49,0,31,3,56,8,7,16,216,0,7,96,10,8,0,21,3,Queens,38713
11360,11360 - Bay Terrace,8929,10140,12532,337,51,4732,0,1086,16469,2600,138,8,0,0,0,1922,97,0,0,20,2356,0,21,0,16,0,3,0,93,0,17,0,0,26,379,920,152,133,31,0,1,0,0,44,0,28,40,0,346,327,0,38,14,0,0,68,14,0,64,332,861,983,796,400,288,178,146,570,876,936,1264,1469,1252,1372,1434,441,904,559,689,919,722,875,1135,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11360,1490,686,160,39,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,4,0,0,6,0,8,3,14,6,21,0,1,37,2,1,0,21,0,Queens,19069
11361,11361 - Bayside,14172,15118,14657,660,0,11806,0,1405,25112,4178,586,73,0,112,0,4807,341,0,0,137,4943,0,33,0,3,0,134,0,339,92,40,0,10,155,39,1092,274,473,0,117,26,65,8,222,0,88,0,8,540,352,36,500,0,25,0,114,32,0,167,762,1419,1440,1469,1027,623,341,284,927,2098,2183,2159,2067,1966,2280,2244,777,1159,660,666,1175,757,666,903,11361,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,4,5,9,7,21,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,5,7,11,65,11361,3910,1487,307,57,24,18,1,5,0,0,2,71,3,0,0,1,4,0,103,0,2,37,0,30,6,56,3,12,7,97,0,10,94,11,5,0,20,6,Queens,29290
11362,11362 - Little Neck,7959,9828,9161,430,0,7301,0,315,16141,1647,242,0,0,0,12,4049,53,0,0,0,2416,0,132,12,68,0,24,0,104,0,112,0,19,70,173,273,64,52,0,6,0,0,6,10,0,97,0,26,155,233,0,360,0,112,73,0,6,0,0,579,1035,903,663,611,333,77,128,522,1318,816,1146,1282,922,1515,1464,609,735,475,616,844,369,546,858,11362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11362,2721,338,22,13,0,1,0,0,0,0,0,12,0,0,1,2,0,0,25,0,2,11,0,11,1,24,4,12,11,48,1,3,120,3,2,0,18,0,Queens,17787
11363,11363 - Douglaston,3904,3989,4726,94,0,2338,0,406,6480,1413,97,0,0,0,0,1014,2,0,0,46,1089,0,0,0,0,0,0,0,59,25,0,0,0,7,187,284,49,58,0,190,0,0,0,243,0,2,20,30,138,22,0,105,24,2,38,11,0,0,11,328,413,417,636,242,157,84,41,197,427,397,455,581,442,836,674,130,285,209,206,442,261,112,248,11363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11363,1638,171,44,16,2,0,2,0,0,0,0,36,0,0,0,0,0,0,13,0,0,3,0,4,0,9,2,52,2,19,0,9,144,4,3,0,4,4,Queens,7892
11364,11364 - Oakland Gardens/Bayside Hill,17111,18171,14869,1096,37,17522,59,737,32192,3090,871,4,0,16,0,10850,672,0,0,32,3755,1,68,0,0,0,235,147,537,33,37,0,2,261,107,661,94,359,17,81,19,3,0,58,0,85,0,35,662,306,19,92,25,187,1,72,11,0,197,962,1788,1809,1879,1321,410,428,270,1105,1820,2265,2324,2563,2908,2725,2682,1353,1170,1105,1303,1363,1039,603,1048,11364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11364,4530,1149,95,1,0,6,0,1,0,1,0,6,0,0,0,2,1,0,26,0,1,11,0,19,0,17,2,28,5,30,0,2,44,10,3,0,27,2,Queens,35281
11365,11365 - Fresh Meadows,19854,21753,14524,1548,181,19911,0,4116,34509,7097,1231,119,0,24,0,13213,1006,0,0,67,2821,23,2,0,0,0,590,0,214,19,83,0,110,355,535,1069,332,1135,94,19,120,12,31,158,0,170,46,56,1009,511,79,1157,0,173,0,194,0,0,197,1328,2848,2094,2341,1113,796,536,516,1585,3110,2452,2371,3068,3083,3820,3231,1017,1730,786,1081,1257,722,888,1161,11365,0,0,0,0,0,0,0,0,0,2,0,4,5,7,10,8,8,11,13,42,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,5,9,10,21,61,11365,4608,1150,280,21,9,9,8,7,0,0,1,21,2,0,2,0,0,0,23,1,1,10,0,14,1,38,2,8,25,38,0,4,59,9,3,0,8,4,Queens,41606
11366,11366 - Utopia/Fresh Meadows,7519,8073,7414,808,27,6398,0,470,14130,1463,483,302,0,4,0,3428,717,0,20,13,680,0,39,0,0,0,219,10,255,1,138,0,31,56,154,241,86,279,30,6,10,0,3,13,0,23,23,8,228,178,2,79,0,0,1,56,0,0,42,476,988,860,778,534,359,225,279,735,976,907,958,1106,896,1233,1066,379,698,433,373,665,363,386,396,11366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11366,2737,699,18,29,0,6,0,0,0,0,0,11,0,1,0,2,0,0,53,0,0,10,0,12,0,16,1,1,3,24,0,5,15,7,2,0,1,2,Queens,15593
11367,11367 - Kew Garden Hills,21209,23806,25605,4859,106,10725,0,1775,37455,7560,1363,33,0,1,0,6379,826,0,0,12,409,4,52,0,162,0,1030,0,176,7,62,0,8,178,123,3118,236,864,3,259,65,0,9,81,0,49,17,9,914,844,0,309,68,0,63,191,0,0,337,1944,4109,2999,2195,1207,1353,751,788,1976,3966,3052,2669,2908,1983,2482,3125,1525,1667,1176,1127,1515,1006,637,797,11367,0,0,0,0,0,0,0,0,0,0,2,3,4,8,11,7,9,12,10,34,0,0,0,0,0,0,0,0,0,0,2,3,2,4,7,5,7,10,15,43,11367,3494,753,203,14,1,24,5,0,0,0,0,47,0,0,0,0,0,0,43,0,2,7,0,24,1,18,2,2,3,46,0,0,37,24,0,0,43,2,Queens,45013
11368,11368 - Corona,61505,53342,47872,13897,1087,13062,0,36172,29752,85096,2496,803,37,4,0,7356,628,0,59,28,400,9,37,0,93,0,659,0,67,10,15,0,207,154,27405,2950,417,15507,65,686,842,221,89,1101,90,377,93,70,4627,26038,164,1945,22,364,68,80,188,73,1617,2758,10603,8322,7539,4016,2444,1715,1756,5637,11669,10395,10180,8809,6677,5656,5418,2090,2172,1510,1879,2262,1849,1012,1237,11368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11368,608,2356,2195,899,196,6,46,52,17,4,26,241,4,0,3,2,1,0,172,0,0,140,0,72,4,26,7,17,70,547,0,6,160,13,6,0,13,38,Queens,114847
11369,11369 - East Elmhurst,17583,17969,8891,5713,56,4836,0,14777,13113,22439,1439,870,0,65,0,1087,642,0,0,40,48,16,0,0,143,0,408,5,8,42,0,0,10,12,3409,974,178,4737,14,173,166,91,112,593,40,271,99,110,4393,5025,75,705,56,130,4,243,50,24,766,1280,2261,1853,1871,1451,847,611,723,1819,2778,2938,2197,2516,2663,2322,2184,944,844,778,895,947,792,684,635,11369,0,0,0,0,0,0,2,0,3,0,0,3,5,4,8,8,8,9,9,19,2,0,0,0,0,0,0,0,0,0,2,0,3,3,5,6,7,9,15,45,11369,2064,2216,511,96,14,3,1,5,4,0,4,67,8,0,2,2,0,0,30,0,0,31,0,24,2,10,4,7,1,70,0,0,128,7,3,0,4,12,Queens,35553
11370,11370 - Jackson Heights-Rikers Island(Queens only),14443,13897,13293,465,253,8335,0,5378,17348,10993,2531,1419,0,43,0,2257,376,0,0,24,344,0,0,0,283,0,775,41,11,16,126,0,0,88,1264,719,226,879,11,204,77,42,49,52,0,235,193,32,3377,1990,0,601,33,111,81,242,129,0,448,617,1611,1336,1595,1068,637,475,279,1431,2097,1881,1923,2262,2080,2116,1928,698,866,564,626,711,888,692,576,11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens,28340
11372,11372 - Jackson Heights,33348,33356,40017,1639,144,14058,143,9000,27239,39466,4116,2393,1,77,0,3600,804,0,26,571,320,18,3,0,321,0,650,92,60,280,180,1,347,198,6740,2729,398,5222,146,589,372,61,141,696,1,398,262,156,8417,9257,170,1566,29,291,7,438,270,60,1051,1704,3811,3439,3154,1546,1294,749,747,2489,5771,6325,4973,5162,5463,4826,3904,1524,2183,1142,1760,3036,1247,1006,1154,11372,0,0,0,0,0,0,0,0,2,3,5,5,9,11,9,16,16,18,23,33,0,0,0,0,0,0,0,0,0,0,0,2,7,5,9,10,8,13,21,76,11372,569,727,329,117,109,3,101,4,0,0,0,22,0,0,2,1,3,0,241,0,0,67,0,15,0,64,2,3,14,169,0,2,11,11,2,0,166,1,Queens,66705
11373,11373 - Elmhurst,50744,50490,32263,2345,487,48869,7,14876,62339,38895,5093,4291,16,1015,0,22697,6990,0,792,411,2027,9,321,0,1409,0,822,26,272,1075,453,1,431,650,10509,2266,506,3527,1,239,334,54,1,819,0,302,498,71,5525,9567,113,1905,121,245,65,185,148,0,1894,2388,6381,5725,4547,2882,1753,1138,1333,4284,8472,9421,8221,8230,6951,6427,6876,2415,3234,2227,2417,2932,2226,1684,1457,11373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11373,1514,1881,2204,280,136,9,105,13,3,3,3,100,4,1,3,1,3,1,143,1,8,55,0,44,3,52,6,13,90,274,2,9,132,18,9,0,45,3,Queens,101233
11374,11374 - Rego Park,20498,22834,25997,1461,71,12224,16,2308,35298,8034,2872,162,0,161,1,6532,912,0,133,241,418,0,68,1,25,0,136,18,166,81,64,0,81,155,440,1260,375,1064,67,222,65,62,18,37,156,127,33,104,1528,974,82,744,42,109,7,95,119,0,305,1256,2432,1947,1344,969,549,455,298,1316,3412,3583,3190,2932,2854,2983,3645,1155,2098,922,1414,1808,1656,980,1391,11374,0,0,0,0,0,0,0,0,0,0,2,3,4,6,10,11,15,20,24,51,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,9,12,16,27,82,11374,1811,813,204,28,12,1,71,3,0,0,1,24,1,0,0,1,1,0,86,1,1,14,0,12,1,27,3,4,28,61,0,10,33,9,1,0,53,2,Queens,43333
11375,11375 - Forest Hills,33771,39126,46029,2292,268,19341,56,2511,62357,10540,3304,247,0,248,19,11402,1011,0,193,965,707,0,8,19,164,0,289,11,134,156,135,0,50,291,485,1853,447,1566,44,180,29,106,92,104,0,465,93,246,1477,901,177,979,106,214,26,389,63,0,500,2399,5052,3940,3168,1543,857,364,422,1749,4708,6114,6533,6021,5122,4720,5032,2033,2312,1625,2293,2642,2076,2146,2426,11375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11375,4670,1064,154,39,39,2,88,4,0,0,0,104,1,2,1,4,0,2,100,0,2,42,0,26,3,39,10,6,32,160,0,8,107,21,5,1,142,1,Queens,72898
11377,11377 - Woodside,44114,43618,43794,2008,255,31789,10,7209,54365,33367,5682,3494,24,282,0,10297,3671,0,351,788,2229,1,112,0,2047,0,706,4,217,324,398,9,360,775,8004,3619,889,4221,20,397,320,132,104,555,0,380,78,218,4003,6616,156,1922,67,146,69,356,123,7,963,2667,4828,4814,4465,2377,1546,1230,946,3462,7750,8478,8167,6803,6302,5918,5274,1725,2461,1823,1833,2762,1964,1537,1266,11377,3,0,0,0,0,0,2,0,3,2,6,6,9,13,15,16,18,23,23,44,3,0,0,0,0,0,0,0,0,0,2,4,7,9,8,11,13,18,28,87,11377,1749,2618,1542,516,160,2,62,157,105,0,22,290,6,0,1,2,1,0,124,0,4,59,0,59,1,50,7,26,35,273,0,41,191,17,9,0,32,25,Queens,87731
11378,11378 - Maspeth,15930,16862,24655,585,80,3548,26,3105,22838,9954,129,77,0,25,0,2316,634,0,0,14,194,0,0,0,0,0,23,0,0,0,116,0,0,19,934,2363,220,1001,29,138,241,48,10,236,17,129,99,57,1840,1617,4,330,120,66,13,86,7,0,350,794,1945,1887,1858,1331,649,345,371,1194,2181,2955,2226,2362,2413,2262,2439,976,1078,632,630,1028,734,515,781,11378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11378,2487,3250,723,182,20,1,3,281,95,7,27,258,3,0,0,2,0,0,38,0,0,34,0,15,1,50,7,28,7,290,0,17,259,13,7,0,2,39,Queens,32792
11379,11379 - Middle Village,13355,14890,24186,263,22,1933,0,1154,23168,5078,83,30,0,0,0,1255,345,0,0,6,48,0,6,0,7,0,2,0,0,5,67,0,43,34,243,1634,144,480,54,38,1,0,0,30,0,196,0,12,700,668,30,383,62,39,36,77,2,0,249,688,1231,1592,1510,723,480,295,263,706,1728,1898,1908,2122,2139,2012,2059,805,1172,715,904,1310,1082,793,798,11379,0,0,0,0,0,0,0,0,2,2,2,2,8,6,9,7,15,14,24,36,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,7,8,13,21,75,11379,4350,2939,803,61,24,3,2,16,11,2,8,67,0,0,0,1,0,0,44,0,1,34,0,11,0,28,6,11,18,121,0,14,89,8,6,0,1,17,Queens,28245
11385,11385 - Ridgewood/Glendale,51436,52792,85318,2410,238,7100,46,6970,58687,45542,735,321,0,9,0,3077,1352,0,58,174,374,0,0,0,481,0,157,0,62,83,98,0,35,67,4981,17301,288,6694,102,336,666,276,50,663,0,162,11,102,1462,9993,0,1157,151,75,8,100,40,0,923,2146,6822,6649,5831,3778,2308,1482,1315,5238,9583,8564,8812,7048,7110,7079,6771,2221,3336,1792,1859,2127,1822,1364,1321,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens,104232
